Tarih,Saat,Enlem,Boylam,Hız(km/sa),vehicle_type,konteyner_tip
19.12.2025,00:04:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,00:14:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,00:14:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,00:24:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,00:34:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,00:44:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,00:54:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:04:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:04:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:14:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:24:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:34:46,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,01:54:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:14:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:24:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:34:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,02:54:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:14:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:24:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:34:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,03:54:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:14:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:24:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:34:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,04:54:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:14:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:24:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:34:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,05:54:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:04:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:14:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:24:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:34:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:36:51,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:41:50,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:41:50,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:44:45,40.190552,28.930878,0.0,Crane Vehicle,YERALTI
19.12.2025,06:54:44,40.19017,28.931435,0.0,Crane Vehicle,YERALTI
19.12.2025,06:54:44,40.19017,28.931435,0.0,Crane Vehicle,YERALTI
19.12.2025,06:54:53,40.190163,28.931444,0.0,Crane Vehicle,YERALTI
19.12.2025,06:54:53,40.190163,28.931444,0.0,Crane Vehicle,YERALTI
19.12.2025,06:58:18,40.201447,28.947685,0.0,Crane Vehicle,YERALTI
19.12.2025,07:00:20,40.209789,28.952803,0.0,Crane Vehicle,YERALTI
19.12.2025,07:04:47,40.213192,28.979605,0.0,Crane Vehicle,YERALTI
19.12.2025,07:09:36,40.213192,28.979605,0.0,Crane Vehicle,YERALTI
19.12.2025,07:14:36,40.213192,28.979605,0.0,Crane Vehicle,YERALTI
19.12.2025,07:14:47,40.213192,28.979605,0.0,Crane Vehicle,YERALTI
19.12.2025,07:17:03,40.213013,28.980682,0.0,Crane Vehicle,YERALTI
19.12.2025,07:18:16,40.213039,28.981926,0.0,Crane Vehicle,YERALTI
19.12.2025,07:18:27,40.213039,28.981926,0.0,Crane Vehicle,YERALTI
19.12.2025,07:18:57,40.212986,28.981728,0.0,Crane Vehicle,YERALTI
19.12.2025,07:23:47,40.212986,28.981728,0.0,Crane Vehicle,YERALTI
19.12.2025,07:24:15,40.212963,28.981369,0.0,Crane Vehicle,YERALTI
19.12.2025,07:24:24,40.212944,28.981369,0.0,Crane Vehicle,YERALTI
19.12.2025,07:24:34,40.212662,28.981312,0.0,Crane Vehicle,YERALTI
19.12.2025,07:24:44,40.212662,28.981297,0.0,Crane Vehicle,YERALTI
19.12.2025,07:26:43,40.2122,28.981083,0.0,Crane Vehicle,YERALTI
19.12.2025,07:26:53,40.212116,28.981268,0.0,Crane Vehicle,YERALTI
19.12.2025,07:31:06,40.211792,28.982014,0.0,Crane Vehicle,YERALTI
19.12.2025,07:31:17,40.2118,28.982018,0.0,Crane Vehicle,YERALTI
19.12.2025,07:32:38,40.211811,28.982857,0.0,Crane Vehicle,YERALTI
19.12.2025,07:32:47,40.211819,28.982847,0.0,Crane Vehicle,YERALTI
19.12.2025,07:34:27,40.211838,28.983337,0.0,Crane Vehicle,YERALTI
19.12.2025,07:34:29,40.211838,28.98333,0.0,Crane Vehicle,YERALTI
19.12.2025,07:34:37,40.211842,28.983223,0.0,Crane Vehicle,YERALTI
19.12.2025,07:34:47,40.211868,28.983215,0.0,Crane Vehicle,YERALTI
19.12.2025,07:36:18,40.212353,28.984282,0.0,Crane Vehicle,YERALTI
19.12.2025,07:41:32,40.213165,28.984777,0.0,Crane Vehicle,YERALTI
19.12.2025,07:43:07,40.212536,28.985285,0.0,Crane Vehicle,YERALTI
19.12.2025,07:46:00,40.211658,28.97991,0.0,Crane Vehicle,YERALTI
19.12.2025,07:47:14,40.211876,28.979376,0.0,Crane Vehicle,YERALTI
19.12.2025,07:47:23,40.211876,28.97938,0.0,Crane Vehicle,YERALTI
19.12.2025,07:48:31,40.21209,28.979191,0.0,Crane Vehicle,YERALTI
19.12.2025,07:49:13,40.212383,28.978994,0.0,Crane Vehicle,YERALTI
19.12.2025,07:50:39,40.212536,28.978762,0.0,Crane Vehicle,YERALTI
19.12.2025,07:52:51,40.21331,28.986938,0.0,Crane Vehicle,YERALTI
19.12.2025,07:52:51,40.21331,28.986938,0.0,Crane Vehicle,YERALTI
19.12.2025,07:53:06,40.213375,28.987244,0.0,Crane Vehicle,YERALTI
19.12.2025,07:54:15,40.213993,28.988287,0.0,Crane Vehicle,YERALTI
19.12.2025,07:56:30,40.214966,28.988932,0.0,Crane Vehicle,YERALTI
19.12.2025,07:57:38,40.213978,28.988134,0.0,Crane Vehicle,YERALTI
19.12.2025,07:58:40,40.213478,28.987183,0.0,Crane Vehicle,YERALTI
19.12.2025,08:02:22,40.213642,28.987043,0.0,Crane Vehicle,YERALTI
19.12.2025,08:02:44,40.213299,28.987638,0.0,Crane Vehicle,YERALTI
19.12.2025,08:06:41,40.212872,28.988003,0.0,Crane Vehicle,YERALTI
19.12.2025,08:11:32,40.212872,28.988003,0.0,Crane Vehicle,YERALTI
19.12.2025,08:13:12,40.212852,28.988422,0.0,Crane Vehicle,YERALTI
19.12.2025,08:14:10,40.212574,28.988783,0.0,Crane Vehicle,YERALTI
19.12.2025,08:14:43,40.212448,28.989061,0.0,Crane Vehicle,YERALTI
19.12.2025,08:16:25,40.212223,28.988079,0.0,Crane Vehicle,YERALTI
19.12.2025,08:16:35,40.212223,28.988079,0.0,Crane Vehicle,YERALTI
19.12.2025,08:17:12,40.212185,28.98781,0.0,Crane Vehicle,YERALTI
19.12.2025,08:17:47,40.212471,28.986328,0.0,Crane Vehicle,YERALTI
19.12.2025,08:17:57,40.212486,28.986322,0.0,Crane Vehicle,YERALTI
19.12.2025,08:19:31,40.213497,28.987116,0.0,Crane Vehicle,YERALTI
19.12.2025,08:19:40,40.21352,28.987101,0.0,Crane Vehicle,YERALTI
19.12.2025,08:19:55,40.213387,28.986427,0.0,Crane Vehicle,YERALTI
19.12.2025,08:20:05,40.213383,28.986423,0.0,Crane Vehicle,YERALTI
19.12.2025,08:23:42,40.213223,28.985695,0.0,Crane Vehicle,YERALTI
19.12.2025,08:24:37,40.213158,28.983597,0.0,Crane Vehicle,YERALTI
19.12.2025,08:26:27,40.213081,28.982214,0.0,Crane Vehicle,YERALTI
19.12.2025,08:29:08,40.213387,28.978781,0.0,Crane Vehicle,YERALTI
19.12.2025,08:29:08,40.213387,28.978781,0.0,Crane Vehicle,YERALTI
19.12.2025,08:29:23,40.213825,28.978731,0.0,Crane Vehicle,YERALTI
19.12.2025,08:29:33,40.213852,28.978737,0.0,Crane Vehicle,YERALTI
19.12.2025,08:31:28,40.213928,28.978083,0.0,Crane Vehicle,YERALTI
